OU Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Contribution Revenue
UN Developmt Coordination Unit,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,1980787
UN Developmt Coordination Unit,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,1038522
UN Developmt Coordination Unit,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,3510621
UN Developmt Coordination Unit,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,1257540
UN Developmt Coordination Unit,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,1096866
UN Developmt Coordination Unit,55,GOVERNMENT OF AUSTRALIA,AUS,Australia,AUS_GOVT,Australia Government,0
UN Developmt Coordination Unit,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,95108.7
UN Developmt Coordination Unit,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,1375515.82
UN Developmt Coordination Unit,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,684370.87
UN Developmt Coordination Unit,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,430000
UN Developmt Coordination Unit,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,0
UN Developmt Coordination Unit,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,0
UN Developmt Coordination Unit,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,-37394.71
UN Developmt Coordination Unit,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,957214
UN Developmt Coordination Unit,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
UN Developmt Coordination Unit,1857,World Tourism Organization,UN_AGY 1,UN AGENCY 1,WTO,AGY_World Tourism Organization,50000
UN Developmt Coordination Unit,10008,UN Office for Project Services,UN_AGY 1,UN AGENCY 1,UNOPS,United Nations Office for Proj,574030
UN Developmt Coordination Unit,10012,BILL AND MELINDA GATES FOUNDAT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GATESFOUND,PRIV_BILL AND MELINDA GATES FO,1875000
UN Developmt Coordination Unit,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,2269583.45
UN Developmt Coordination Unit,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,1756496.08
UN Developmt Coordination Unit,11688,DEUTSCHE GESELLSCHAFT FUR INTE,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,0
UN Developmt Coordination Unit,12109,Micronutrient Initiative Canad,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CAN - MICRONUT,Micronutrient Initiative Canad,0
UN Developmt Coordination Unit,12113,The Department of Foreign Affa,CAN,Canada,CAN_MIN,Canada Ministry,1795332.14
UN Developmt Coordination Unit,12159,UNDG Member Agencies,UN_AGY 1,UN AGENCY 1,UNDG,Member Agencies,8061174
Uganda,3,INTERNATIONAL LABOUR ORGANIZAT,UN_AGY 1,UN AGENCY 1,ILO,AGY_INTERNATIONAL LABOUR ORGAN,0
Uganda,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,0
Uganda,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,0
Uganda,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,0
Uganda,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Uganda,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,10000
Uganda,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,5000
Uganda,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
Uganda,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,5000
Uganda,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,45000
Uganda,43,INTERNATIONAL ORGANIZATION FOR,UN_AGY 1,UN AGENCY 1,IOM,AGY_INTERNATIONAL ORGANIZATION,0
Uganda,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,0
Uganda,10153,UN Department of Safety and Se,UN_AGY 1,UN AGENCY 1,UNSECOORD,AGY_UNSECOORD,0
Uganda,12159,UNDG Member Agencies,UN_AGY 1,UN AGENCY 1,UNDG,Member Agencies,0
Ukraine,-,-,-,-,-,-,0
Ukraine,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Ukraine,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
Ukraine,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
Ukraine,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,0
Ukraine,10153,UN Department of Safety and Se,UN_AGY 1,UN AGENCY 1,UNSECOORD,AGY_UNSECOORD,0
Ukraine,12159,UNDG Member Agencies,UN_AGY 1,UN AGENCY 1,UNDG,Member Agencies,0
United Arab Emirates,-,-,-,-,-,-,0
United Arab Emirates,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
United Arab Emirates,10153,UN Department of Safety and Se,UN_AGY 1,UN AGENCY 1,UNSECOORD,AGY_UNSECOORD,0
United Republic of Tanzania,-,-,-,-,-,-,0
United Republic of Tanzania,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,0
United Republic of Tanzania,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,0
United Republic of Tanzania,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
United Republic of Tanzania,15,WORLD BANK (INT'L. BANK FOR RE,IFI_WB,IFI_WB,WB,WORLD BANK,0
United Republic of Tanzania,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,0
United Republic of Tanzania,10153,UN Department of Safety and Se,UN_AGY 1,UN AGENCY 1,UNSECOORD,AGY_UNSECOORD,0
Uruguay,-,-,-,-,-,-,-11853.95
Uruguay,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,102956.73
Uruguay,10153,UN Department of Safety and Se,UN_AGY 1,UN AGENCY 1,UNSECOORD,AGY_UNSECOORD,0
Uruguay,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0
Uruguay,12159,UNDG Member Agencies,UN_AGY 1,UN AGENCY 1,UNDG,Member Agencies,0
Uzbekistan,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,0
Uzbekistan,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,0
Uzbekistan,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Uzbekistan,15,WORLD BANK (INT'L. BANK FOR RE,IFI_WB,IFI_WB,WB,WORLD BANK,0
Uzbekistan,28,UN Office on Drugs and Crime,UN_AGY 1,UN AGENCY 1,UNODC,AGY_UN INTERNATIONAL DRUG CONT,0
Uzbekistan,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
Uzbekistan,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
Uzbekistan,1863,UN Office in Vienna,UN_AGY 1,UN AGENCY 1,UNOV,AGY_UN Office in Vienna,0
Uzbekistan,10153,UN Department of Safety and Se,UN_AGY 1,UN AGENCY 1,UNSECOORD,AGY_UNSECOORD,0
Uzbekistan,10778,UNFPA-CSA,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
Uzbekistan,12159,UNDG Member Agencies,UN_AGY 1,UN AGENCY 1,UNDG,Member Agencies,0
Venezuela,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Venezuela,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,0
Venezuela,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
Venezuela,10153,UN Department of Safety and Se,UN_AGY 1,UN AGENCY 1,UNSECOORD,AGY_UNSECOORD,0
Venezuela,10319,TOTAL OIL AND GAS VENEZUELA,MUTLI_AGY2,MULTI-LATERAL AGENCY2,TOTAL,TOTAL OIL AND GAS,0
Venezuela,12159,UNDG Member Agencies,UN_AGY 1,UN AGENCY 1,UNDG,Member Agencies,0
Viet Nam,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,21286.97
Viet Nam,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,39026.11
Viet Nam,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,60313.09
Viet Nam,13,UN INDUSTRIAL DEVELOPMENT ORGA,UN_AGY 1,UN AGENCY 1,UNIDO,AGY_UN INDUSTRIAL DEVELOPMENT,5676.52
Viet Nam,23,UN CENTRE FOR HUMAN SETTLEMENT,UN_AGY 1,UN AGENCY 1,UNCHS,AGY_UN CENTRE FOR HUMAN SETTLE,-5381.17
Viet Nam,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0
Viet Nam,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,56765.26
Viet Nam,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,2128.7
Viet Nam,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,0
Viet Nam,43,INTERNATIONAL ORGANIZATION FOR,UN_AGY 1,UN AGENCY 1,IOM,AGY_INTERNATIONAL ORGANIZATION,8514.79
Viet Nam,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,0
Viet Nam,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,0
Viet Nam,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,167616.49
Viet Nam,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
Viet Nam,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,11353.05
Viet Nam,1863,UN Office in Vienna,UN_AGY 1,UN AGENCY 1,UNOV,AGY_UN Office in Vienna,7095.66
Viet Nam,10153,UN Department of Safety and Se,UN_AGY 1,UN AGENCY 1,UNSECOORD,AGY_UNSECOORD,0
Viet Nam,10216,AG. ESPANOLA DE COOPERACION IN,ESP,Spain,ESP_MIN,Spain Ministry,0
Viet Nam,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,0
Viet Nam,10776,UNWOMEN - CSA,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,-51256.52
Viet Nam,10778,UNFPA-CSA,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,21996.54
Viet Nam,10936,NEW ZEALAND AID,NZL,New Zealand,NZL_MIN,New Zealand Ministry,0
Viet Nam,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,0
Viet Nam,12159,UNDG Member Agencies,UN_AGY 1,UN AGENCY 1,UNDG,Member Agencies,0
Yemen,-,-,-,-,-,-,0
Yemen,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Yemen,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
Yemen,153,GOVERNMENT OF LIBERIA,LBR,Liberia,LBR_GOVT,Liberia Government,0
Yemen,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,0
Yemen,10153,UN Department of Safety and Se,UN_AGY 1,UN AGENCY 1,UNSECOORD,AGY_UNSECOORD,0
Yemen,12159,UNDG Member Agencies,UN_AGY 1,UN AGENCY 1,UNDG,Member Agencies,0
Zambia,3,INTERNATIONAL LABOUR ORGANIZAT,UN_AGY 1,UN AGENCY 1,ILO,AGY_INTERNATIONAL LABOUR ORGAN,8817.55
Zambia,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,14505.01
Zambia,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Zambia,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,11369.91
Zambia,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,62451.18
Zambia,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,44800
Zambia,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,14206
Zambia,43,INTERNATIONAL ORGANIZATION FOR,UN_AGY 1,UN AGENCY 1,IOM,AGY_INTERNATIONAL ORGANIZATION,8964.79
Zambia,101,GOVERNMENT OF EGYPT,EGY,Egypt,EGY_GOVT,Egypt Government,0
Zambia,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
Zambia,10153,UN Department of Safety and Se,UN_AGY 1,UN AGENCY 1,UNSECOORD,AGY_UNSECOORD,0
Zambia,12159,UNDG Member Agencies,UN_AGY 1,UN AGENCY 1,UNDG,Member Agencies,0
Zimbabwe,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,0
Zimbabwe,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,0
Zimbabwe,10153,UN Department of Safety and Se,UN_AGY 1,UN AGENCY 1,UNSECOORD,AGY_UNSECOORD,0
Zimbabwe,12159,UNDG Member Agencies,UN_AGY 1,UN AGENCY 1,UNDG,Member Agencies,0
