key,Fund Rollup Level 3,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Contribution Revenue
396,Cost Sharing,142,GOVERNMENT OF KAZAKHSTAN,KAZ,Kazakhstan,KAZ_GOVT,Kazakhstan Government,3833755
397,Cost Sharing,143,GOVERNMENT OF KENYA,KEN,Kenya,KEN_GOVT,Kenya Government,47846
398,Cost Sharing,157,GOVERNMENT OF MALAYSIA,MYS,Malaysia,MYS_GOVT,Malaysia Government,1000000
399,Cost Sharing,159,GOVERNMENT OF MAURITIUS,MUS,Mauritius,MUS_GOVT,Mauritius Government,155849
400,Cost Sharing,163,"GOVERNMENT OF MACEDONIA, THE F",MKD,"the former Yugoslav Republic of Macedonia",MKD_GOVT,Macedonia Government,4963045
401,Cost Sharing,164,GOVERNMENT OF MALDIVES,MDV,Maldives,MDV_GOVT,Maldives Government,15420
402,Cost Sharing,167,GOVERNMENT OF MALI,MLI,Mali,MLI_GOVT,Mali Government,1449368
403,Cost Sharing,168,GOVERNMENT OF MALAWI,MWI,Malawi,MWI_GOVT,Malawi Government,7259484
404,Cost Sharing,170,"GOVERNMENT OF MOLDOVA, REPUBLI",MDA,Moldova,MDA_GOVT,Moldova Government,1629117
405,Cost Sharing,171,GOVERNMENT OF MONGOLIA,MNG,Mongolia,MNG_GOVT,Mongolia Government,288817
406,Cost Sharing,172,GOVERNMENT OF MOROCCO,MAR,Morocco,MAR_GOVT,Morocco Government,4129947
407,Cost Sharing,180,GOVERNMENT OF NEPAL,NPL,Nepal,NPL_GOVT,Nepal Government,596892
408,Cost Sharing,190,GOVERNMENT OF PAKISTAN,PAK,Pakistan,PAK_GOVT,Pakistan Government,2291287
409,Cost Sharing,191,State of Palestine,PSE,Palestine,PSE_GOVT,Palestine,1096249
410,Cost Sharing,195,GOVERNMENT OF PHILIPPINES,PHL,Philippines,PHL_GOVT,Philippines Government,71743199
411,Cost Sharing,200,GOVERNMENT OF CONGO,COG,Congo,COG_GOVT,Congo Government,401895
412,Cost Sharing,208,GOVERNMENT OF SOUTH AFRICA,ZAF,South Africa,ZAF_GOVT,South Africa Government,1008345
413,Cost Sharing,210,GOVERNMENT OF SAUDI ARABIA,SAU,Saudi Arabia,SAU_GOVT,Saudi Arabia Government,35305992
414,Cost Sharing,211,GOVERNMENT OF SENEGAL,SEN,Senegal,SEN_GOVT,Senegal Government,61171425
415,Cost Sharing,227,GOVERNMENT OF THE REPUBLIC OF,SDN,Sudan,SDN_GOVT,Sudan Government,19873398
416,Cost Sharing,230,GOVERNMENT OF SWAZILAND,SWZ,Swaziland,SWZ_GOVT,Swaziland Government,439380
417,Cost Sharing,237,GOVERNMENT OF TOGO,TGO,Togo,TGO_GOVT,Togo Government,30951925
418,Cost Sharing,238,GOVERNMENT OF TOKELAU,TKL,Tokelau,TKL_GOVT,Tokelau Government,10984
419,Cost Sharing,243,GOVERNMENT OF TUNISIA,TUN,Tunisia,TUN_GOVT,Tunisia Government,287353
420,Cost Sharing,244,GOVERNMENT OF TURKEY,TUR,Turkey,TUR_GOVT,Turkey Government,7942173
421,Cost Sharing,245,GOVERNMENT OF TUVALU,TUV,Tuvalu,TUV_GOVT,Tuvalu Government,89601
422,Cost Sharing,246,GOVERNMENT OF UNITED ARAB EMIR,ARE,United Arab Emirates,ARE_GOVT,United Arab Emirates Governmen,624880
423,Cost Sharing,251,GOVERNMENT OF UNITED REPUBLIC ,TZA,United Republic of Tanzania,TZA_GOVT,United Republic of Tanzania Go,11035536
424,Cost Sharing,572,COL-AGENCIA PRESIDENCIAL DE CO,COL,Colombia,COL_MIN,Colombia Ministry,609906
425,Cost Sharing,603,COL-ALCALDIA SANTIAGO DE CALI,COL,Colombia,COL_MIN,Colombia Ministry,274606
426,Cost Sharing,674,URU-BANCO CENTRAL DEL URUGUAY,URY,Uruguay,URY_MIN,Uruguay Ministry,25082
427,Cost Sharing,745,LEB-COUNCIL FOR DEVELOPMENT &,LBN,Lebanon,LBN_MIN,Lebanon Ministry,1450000
428,Cost Sharing,787,PER-COFIDE,PER,Peru,PER_MIN,Peru Ministry,216000
429,Cost Sharing,830,COL-CORPORACION AUTONOMA REGIO,COL,Colombia,COL_MIN,Colombia Ministry,138177
430,Cost Sharing,850,COL-DEPARTAMENTO ADMINISTRATIV,COL,Colombia,COL_MIN,Colombia Ministry,10771603
431,Cost Sharing,864,ECU-DIRECCION GENERAL DE AVIAC,NATL_PRIV_SECTOR,National Private Sector,DGAC,PRIV_ECU-DIRECCION GENERAL DE,-38666
432,Cost Sharing,877,COL-DEPARTAMENTO NACIONAL DE P,COL,Colombia,COL_MIN,Colombia Ministry,16601277
433,Cost Sharing,951,HON-MINISTERIO DE FINANZAS,HND,Honduras,HND_MIN1,Honduras Ministry1,784323
434,Cost Sharing,1013,ARG-GOBIERNO,ARG,Argentina,ARG_GOVT,Argentina Government,150524620
435,Cost Sharing,1026,COL-GOBERNACION DE CUNDIAMARCA,COL,Colombia,COL_GOVT,Colombia Government,36706
436,Cost Sharing,1029,COL-GOBRENACION DEL META,COL,Colombia,COL_GOVT,Colombia Government,158935
437,Cost Sharing,1032,COL-GOBERNACION DE SANTANDER,COL,Colombia,COL_GOVT,Colombia Government,328
438,Cost Sharing,1033,COL-GOBERNACION DEL TOLIMA,COL,Colombia,COL_GOVT,Colombia Government,19517
439,Cost Sharing,1034,URU-GOBIERNO DEL URUGUAY,URY,Uruguay,URY_GOVT,Uruguay Government,4278858
440,Cost Sharing,1035,COL-GOBERNACION DEL VALLE DEL,COL,Colombia,COL_GOVT,Colombia Government,568299
441,Cost Sharing,1040,PAR-GOBIERNO DEL PARAGUAY,PRY,Paraguay,PRY_GOVT,Paraguay Government,20969750
442,Cost Sharing,1046,ELS-GOBIERNO DE EL SALVADOR,SLV,El Salvador,SLV_GOVT,El Salvador Government,19788097
443,Cost Sharing,1049,PAK-GOVERNMENT OF PUNJJAB,PAK,Pakistan,PAK_GOVT,Pakistan Government,1337068
444,Cost Sharing,1050,EGY-GENERAL ORGANIZATTION FOR,EGY,Egypt,EGY_MIN,Egypt Ministry,600066
445,Cost Sharing,1059,Armenia Government,ARM,Armenia,ARM_GOVT,Armenia Government,7013134
446,Cost Sharing,1060,AZE-GOVERNMENT,AZE,Azerbaijan,AZE_GOVT,Azerbaijan Government,2177105
447,Cost Sharing,1064,GEO-GOVERNMENT,GEO,Republic of Georgia,GEO_GOVT,Republic of Georgia Government,842434
448,Cost Sharing,1070,PAN-GOVT,PAN,Panama,PAN_GOVT,Panama Government,23785783
449,Cost Sharing,1077,UZB-GOVERNMENT,UZB,Uzbekistan,UZB_GOVT,Uzbekistan Government,6175994
450,Cost Sharing,1107,HAI-GOVERNMENT OF HAITI,HTI,Haiti,HTI_GOVT,Haiti Government,21123370
451,Cost Sharing,1117,HON-EMPRESA HONDUREÑA DE TELEC,HND,Honduras,HND_MIN,Honduras Ministry,10797598
452,Cost Sharing,1128,LEB-INVESTMENT DEVELOPMENT AUT,NATL_PRIV_SECTOR,National Private Sector,IDAL,PRIV_LEB-INVESTMENT DEVELOPMEN,692183
453,Cost Sharing,1185,CHI-INSTITUTO NACIONAL DE LA J,CHL,Chile,CHL_MIN,Chile Ministry,3927281
454,Cost Sharing,1277,EGY-MINISTRY OF COMMUNICATION,EGY,Egypt,EGY_MIN,Egypt Ministry,1209585
455,Cost Sharing,1308,LEB-MINISTRY OF ENERGY & WATER,LBN,Lebanon,LBN_MIN,Lebanon Ministry,599950
456,Cost Sharing,1322,CHI-MINISTERIO DE PLANIFICACIO,CHL,Chile,CHL_MIN,Chile Ministry,131640
457,Cost Sharing,1338,COL-MINISTERIO DE AGRICULTURA,COL,Colombia,COL_MIN,Colombia Ministry,37817
458,Cost Sharing,1339,COL-MINISTERIO DEL MEDIO AMBIE,COL,Colombia,COL_MIN,Colombia Ministry,186586
459,Cost Sharing,1345,CHI-MINISTERIO DE EDUCACION,CHL,Chile,CHL_MIN,Chile Ministry,2507840
460,Cost Sharing,1348,COL-MINISTERIO  DE EDUCACION N,COL,Colombia,COL_MIN,Colombia Ministry,390568
461,Cost Sharing,1356,COL-MINISTERIO DEL INTERIOR,COL,Colombia,COL_MIN,Colombia Ministry,1376554
462,Cost Sharing,1360,COL-MINISTERIO DE MINAS  Y ENE,COL,Colombia,COL_MIN,Colombia Ministry,279497
463,Cost Sharing,1373,COL-MINISTERIO DE TRABAJO Y SE,COL,Colombia,COL_MIN,Colombia Ministry,2791273
464,Cost Sharing,1377,CHI-MINISTERIO DE VIVIENDA Y U,CHL,Chile,CHL_MIN,Chile Ministry,1421511
465,Cost Sharing,1398,LEB-MINISTRY OF ENVIRONMENT,LBN,Lebanon,LBN_MIN,Lebanon Ministry,6726168
466,Cost Sharing,1402,LEB-MINISTRY OF ECONOMY & TRAD,LBN,Lebanon,LBN_MIN,Lebanon Ministry,895522
467,Cost Sharing,1405,LEB-MINISTRY OF FINANCE,LBN,Lebanon,LBN_MIN,Lebanon Ministry,3820882
468,Cost Sharing,1431,CHI-MINISTERIO DE RELACIONES E,CHL,Chile,CHL_MIN,Chile Ministry,3500000
469,Cost Sharing,1453,ECU-MUNICIPIO DE CUENCA,ECU,Ecuador,ECU_MIN,Ecuador Ministry,8000
470,Cost Sharing,1459,ECU-MUNICIPIO DEL DISTRITO MET,ECU,Ecuador,ECU_MIN,Ecuador Ministry,130000
471,Cost Sharing,1465,"URU-MINISTERIO DE VIVIENDA, OR",URY,Uruguay,URY_MIN,Uruguay Ministry,2566482
472,Cost Sharing,1501,NAM-NATIONAL INSTITUTE FOR EDU,NAM,Namibia,NAM_MIN,Namibia Ministry,-10713
473,Cost Sharing,1528,LEB-OFFICE OF THE MINISTER OF,LBN,Lebanon,LBN_MIN,Lebanon Ministry,2548756
474,Cost Sharing,1536,URU-OFICINA DE PLANEAMIENTO Y,URY,Uruguay,URY_MIN,Uruguay Ministry,4188622
475,Cost Sharing,1572,LEB-PARLEMENT LIBANAIS,LBN,Lebanon,LBN_MIN,Lebanon Ministry,120000
476,Cost Sharing,1573,PER-PRESIDENCIA DEL CONSEJO DE,PER,Peru,PER_MIN,Peru Ministry,13975554
477,Cost Sharing,1593,LEB-PRIME MINISTER OFFICE,LBN,Lebanon,LBN_MIN,Lebanon Ministry,1552516
478,Cost Sharing,1652,BIH-GOVERNMENT OF REPUBLIKA SR,BIH,Bosnia and Herzegovina,BIH_GOVT,Bosnia and Herzegovina Governm,673558
479,Cost Sharing,1671,URU-SECRETARIA PRESIDENCIA DE,URY,Uruguay,URY_MIN,Uruguay Ministry,402547
480,Cost Sharing,1682,CHI-SECRETARIA GENERAL DE LA P,CHL,Chile,CHL_MIN,Chile Ministry,3294446
481,Cost Sharing,1683,MEX-SECRETARIA DE MEDIO AMBIEN,MEX,Mexico,MEX_MIN,Mexico Ministry,5454172
482,Cost Sharing,1717,MEX-SECRETARIA DE RELACIONES E,MEX,Mexico,MEX_MIN,Mexico Ministry,2300000
483,Cost Sharing,1726,CHI-SUBSECRETARÍA DE DESARROLL,CHL,Chile,CHL_MIN,Chile Ministry,379018
484,Cost Sharing,1749,CHI-TRANSANTTIAGO,NATL_PRIV_SECTOR,National Private Sector,TRANSANTIA,PRIV_CHI-TRANSANTTIAGO,873730
485,Cost Sharing,1751,TRI-THE GOVERNMENT OF TRINIDAD,TTO,Trinidad and Tobago,TTO_GOVT,Trinidad and Tobago Government,1419901
486,Cost Sharing,1761,COL-UNIDAD ADMTIVA ESPECIAL SI,COL,Colombia,COL_MIN,Colombia Ministry,1317642
487,Cost Sharing,10125,MUNICIPO DE QUITO (DONOR),ECU,Ecuador,ECU_MIN,Ecuador Ministry,314037
488,Cost Sharing,10211,SERVICIO NACIONAL DE LA MUJER,CHL,Chile,CHL_MIN,Chile Ministry,127786
489,Cost Sharing,10259,National Telecom Regulatory Au,EGY,Egypt,EGY_MIN,Egypt Ministry,1658668
490,Cost Sharing,10267,MINISTERIO DE COMUNICACIONES,COL,Colombia,COL_GOVT,Colombia Government,839139
491,Cost Sharing,10284,KOSOVO GOVERNMENT,KOS,Kosovo (As per UNSCR 1244),KOS_GOVT,Kosovo Government,2143862
492,Cost Sharing,10309,GOBERNACION DE NARINO,COL,Colombia,COL_GOVT,Colombia Government,160647
493,Cost Sharing,10358,MINISTRY OF HEALTH OF TURKMENI,TKM,Turkmenistan,TKM_MIN,Turkmenistan Ministry,1643013
494,Cost Sharing,10472,Government of Montenegro,MNE,MONTENEGRO,MNE_GOVT,Government of Montenegro,2042978
495,Cost Sharing,10481,ALCALDIA DE SOACHA,COL,Colombia,COL_MIN,Colombia Ministry,68781
496,Cost Sharing,10538,THE CHARITY SOCIAL FUND ON GEN,NATIONAL NGO,National NGO,ARAL GENOF,THE CHARITY SOCIAL FUND ON GEN,127519
497,Cost Sharing,10557,NIGER STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,50238
498,Cost Sharing,10697,MINISTRY OF HEALTH - TURKEY,TUR,Turkey,TUR_MIN,Turkey Ministry,4495059
499,Cost Sharing,10728,GOBIERNO DEL ESTADO DE OAXACA/,MEX,Mexico,MEX_MIN,Mexico Ministry,73051
500,Cost Sharing,10733,GOBIENOS ESTATALES,MEX,Mexico,MEX_MIN,Mexico Ministry,143849
501,Cost Sharing,10786,MINISTRY OF SOCIAL SOLIDARITY,EGY,Egypt,EGY_MIN,Egypt Ministry,90090
502,Cost Sharing,10856,URU-INST.DEL NINO Y ADOLESCEN,URY,Uruguay,URY_MIN,Uruguay Ministry,592369
503,Cost Sharing,11064,SEP,MEX,Mexico,MEX_MIN,Mexico Ministry,4852013
504,Cost Sharing,11069,COL-CONSEJO SUPERIOR DE LA JUD,COL,Colombia,COL_MIN,Colombia Ministry,127198
505,Cost Sharing,11081,COL-ALCALDIA DE TUNJA,COL,Colombia,COL_MIN,Colombia Ministry,12165
506,Cost Sharing,11139,Government of Timor Leste,TLS,EAST TIMOR,TLS_GOVT,Government of East Timor,1010000
507,Cost Sharing,11208,"CHL-Min of Economia, Fom y Tur",CHL,Chile,CHL_MIN,Chile Ministry,154005
508,Cost Sharing,11216,Central Electoral Commission,MDA,Moldova,MDA_GOVT,Moldova Government,37706
509,Cost Sharing,11221,INTEN MUNICIPAL DE CANELONES,URY,Uruguay,URY_MIN,Uruguay Ministry,773279
510,Cost Sharing,11238,BRA-MINISTERIO DO MEIO AMBIENT,BRA,Brazil,BRA_MIN,Brazil Ministry,732159
511,Cost Sharing,11239,BRA-FUNDACAO NACIONAL DO INDIO,BRA,Brazil,BRA_MIN,Brazil Ministry,245000
512,Cost Sharing,11240,BRA-MIN DESENVOL  VIMENTO AGRA,BRA,Brazil,BRA_MIN,Brazil Ministry,480449
513,Cost Sharing,11268,Delta State Government,NGA,Nigeria,NGA_GOVT,Nigeria Government,487314
514,Cost Sharing,11285,EGY-Min. of. Environ. Affairs.,EGY,Egypt,EGY_MIN,Egypt Ministry,1070060
515,Cost Sharing,11336,Ministry of Finance of the Rep,SRB,SERBIA,SRB_GOVT,SERBIA,444878
516,Cost Sharing,11488,BRA-Caixa Economica federal,BRA,Brazil,BRA_GOVT,Brazil Government,200000
517,Cost Sharing,11587,Ministerio da Saude,BRA,Brazil,BRA_MIN,Brazil Ministry,1116288
518,Cost Sharing,11614,Unidad de Planeacion Minero En,COL,Colombia,COL_MIN,Colombia Ministry,71335
519,Cost Sharing,11615,NACIONALNA ZAKLADA,NATL_PRIV_SECTOR,National Private Sector,IMPACT,PRIV,11337
520,Cost Sharing,11622,BRA-MINISTERIO DO ESPORTE,BRA,Brazil,BRA_MIN,Brazil Ministry,360011
521,Cost Sharing,11628,Government of Serbia,SRB,SERBIA,SRB_GOVT,SERBIA,1527480
522,Cost Sharing,11633,Dubai Carbon Center of Excelle,INTL_PRIV_SECTOR,International Private Sector,DCCE,PRIV,77996
523,Cost Sharing,11646,Municipality of Cetinje,MNE,MONTENEGRO,MNE_MIN,Ministry of Montenegro,2406236
524,Cost Sharing,11648,BRA-Min. das Relacoes Exterier,BRA,Brazil,BRA_MIN,Brazil Ministry,9291796
525,Cost Sharing,11677,GOBIERNO DEL ESTADO DE TABASCO,MEX,Mexico,MEX_GOVT,Mexico Government,264044
526,Cost Sharing,11713,Comision Derechos Humanos del,MEX,Mexico,MEX_MIN,Mexico Ministry,29120
527,Cost Sharing,11740,BRA-MJ/ Governo Federal,BRA,Brazil,BRA_GOVT,Brazil Government,1073137
528,Cost Sharing,11758,BRA-Financiadora Estudos/Proj,BRA,Brazil,BRA_MIN,Brazil Ministry,502986
529,Cost Sharing,11800,Government of St. Maarten,TTO,Trinidad and Tobago,TTO_GOVT,Trinidad and Tobago Government,86300
530,Cost Sharing,11807,MINISTRY OF SOCIAL POLICY AND,HRV,Croatia,HRV_MIN,GOVERNMENT OF CROATIA,5307
531,Cost Sharing,11852,URU-MINISTERIO DE TURISMO Y DE,URY,Uruguay,URY_MIN,Uruguay Ministry,25263
532,Cost Sharing,11871,Municipality of Cajetina SRB,SRB,SERBIA,SRB_GOVT,SERBIA,700810
533,Cost Sharing,11893,Departamento para la Prosperid,COL,Colombia,COL_GOVT,Colombia Government,48193
534,Cost Sharing,11947,Agencia Nacional de Hydrocarbu,COL,Colombia,COL_MIN,Colombia Ministry,3241479
535,Cost Sharing,11951,Ministerio de Justicia,COL,Colombia,COL_MIN,Colombia Ministry,31130
536,Cost Sharing,11963,EGYPTIAN POST,EGY,Egypt,EGY_MIN,Egypt Ministry,1098870
537,Cost Sharing,11968,BRA-Sec Nac Defesa Civil,BRA,Brazil,BRA_GOVT,Brazil Government,1168411
538,Cost Sharing,11980,BRA-CONS ADM DEFESA ECON/MJ,BRA,Brazil,BRA_GOVT,Brazil Government,109788
539,Cost Sharing,11998,Alcaldia de Monteria,COL,Colombia,COL_GOVT,Colombia Government,50310
540,Cost Sharing,12045,GOVT. OF WEST BENGAL,IND,India,IND_GOVT,India Government,389587
541,Cost Sharing,12057,MUNCIPALITY OF NABATIEH,LBN,Lebanon,LBN_GOVT,Lebanon Government,396061
542,Cost Sharing,12086,CONGRESO NACIONAL,CHL,Chile,CHL_GOVT,Chile Government,117994
543,Cost Sharing,12092,SECRETARIA EDUCACION DE BOGOTA,COL,Colombia,COL_GOVT,Colombia Government,371032
544,Cost Sharing,12095,COMMUNE DE GAMBA,GAB,Gabon,GAB_GOVT,Gabon Government,229757
545,Cost Sharing,12098,URU-AGENCIA URUGUAYA DE COOPER,URY,Uruguay,URY_GOVT,Uruguay Government,741604
546,Cost Sharing,12158,BRA-SECRET ARIA DE POLITICAS D,BRA,Brazil,BRA_MIN,Brazil Ministry,868007
547,Cost Sharing,12211,Operational Unit4Dev Assist,EGY,Egypt,EGY_MIN,Egypt Ministry,188576
548,Cost Sharing,12227,GOVT OF HIMACHAL PRADESH,IND,India,IND_MIN,MIN,1183992
549,Cost Sharing,12258,MINISTRY OF RURAL DEVELOPMENT,IND,India,IND_MIN,MIN,1166205
550,Cost Sharing,12290,GOVERNMENT OF JHARKHAND,IND,India,IND_MIN,MIN,745674
551,Cost Sharing,12307,E-GOVERNMENT OF UZBEKISTAN,UZB,Uzbekistan,UZB_GOVT,Uzbekistan Government,112853
552,Cost Sharing,12308,"India, MOYAS",IND,India,IND_MIN,MIN,501346
553,Cost Sharing,12320,ECU Esmeraldas Provincial Govt,ECU,Ecuador,ECU_MIN,Ecuador Ministry,138062
554,Cost Sharing,12324,MEX Government - PROSPERA,MEX,Mexico,MEX_MIN,Mexico Ministry,21665
555,Cost Sharing,12371,SRB-CityHall of Belgrade,SRB,SERBIA,SRB_GOVT,SERBIA,394775
556,Cost Sharing,12374,SRB Ministry of PALSG,SRB,SERBIA,SRB_GOVT,SERBIA,1177942
557,Cost Sharing,12375,Dept of Personnel&Training IND,IND,India,IND_MIN,MIN,224683
558,Cost Sharing,12389,BRA-INEP/MEC,BRA,Brazil,BRA_MIN,Brazil Ministry,139088
559,Cost Sharing,12415,Joint Plant Committee-GovIndia,IND,India,IND_MIN,MIN,284809
560,Cost Sharing,12494,Info. Tech. Ind. Dev. Agency,EGY,Egypt,EGY_MIN,Egypt Ministry,1648042
561,Cost Sharing,12496,Municipality of Mojkovac - MNE,MNE,MONTENEGRO,MNE_MIN,Ministry of Montenegro,112637
562,Cost Sharing,12500,GOVT OF NAGALAND,IND,India,IND_MIN,MIN,677812
563,Cost Sharing,12515,RAILWAY&PUBLIC TRANS.AUTHORITY,LBN,Lebanon,LBN_MIN,Lebanon Ministry,214717
564,Cost Sharing,12562,Ministry of Health of Ukraine,UKR,Ukraine,UKR_MIN,Ukraine Ministry,78164943
565,Cost Sharing,12569,Government of Palau,PLW,Palau,PLW_GOVT,Trust Territory Government,169590
566,Cost Sharing,12570,BRA-Sec. Nac. Pol. SobreDrogas,BRA,Brazil,BRA_MIN,Brazil Ministry,757002
567,Cost Sharing,12584,GOVT. OF ANDHRA PRADESH,IND,India,IND_MIN,MIN,260890
568,Cost Sharing,12594,ChileCompra,CHL,Chile,CHL_MIN,Chile Ministry,23738
569,Cost Sharing,12596,General Women's Union-UAE,ARE,United Arab Emirates,ARE_MIN,United Arab Emirates Ministry,131250
570,Cost Sharing,12599,Government of Madhya Pradesh,IND,India,IND_MIN,MIN,364182
571,Cost Sharing,12617,Municipality of Podgorica,MNE,MONTENEGRO,MNE_MIN,Ministry of Montenegro,11273
572,Cost Sharing,12618,Municipality of Bijelo Polje,MNE,MONTENEGRO,MNE_MIN,Ministry of Montenegro,2254
573,Cost Sharing,12640,Dubai Electricity&Water Autho,ARE,United Arab Emirates,ARE_MIN,United Arab Emirates Ministry,39236
574,Cost Sharing,12649,"COL-ALCALDIA MUNICIPAL, CIENAG",COL,Colombia,COL_MIN,Colombia Ministry,43613
575,Cost Sharing,12666,INST TRANSITO Y TRANS CIENAGA,COL,Colombia,COL_MIN,Colombia Ministry,21915
576,Cost Sharing,12691,COL-SECRETARIA DE PLANEACION,COL,Colombia,COL_MIN,Colombia Ministry,178631
577,Cost Sharing,12692,COL-Sec. Distrital del Habitat,COL,Colombia,COL_MIN,Colombia Ministry,2181983
578,Cost Sharing,12696,Voskevan Village Municipality,ARM,Armenia,ARM_MIN,ARM_MIN,5154
579,Cost Sharing,12708,BRA-Secretaria Governo MS,BRA,Brazil,BRA_MIN,Brazil Ministry,829411
580,Cost Sharing,12724,COL - CORMAGDALENA,COL,Colombia,COL_MIN,Colombia Ministry,381414
581,Cost Sharing,12725,COL - FONDO ADAPTACION,COL,Colombia,COL_MIN,Colombia Ministry,89901
582,Cost Sharing,12759,Sec.Dis. de Integracion Social,COL,Colombia,COL_MIN,Colombia Ministry,42766
583,Cost Sharing,12760,Sec. de Desarrollo Economico,COL,Colombia,COL_MIN,Colombia Ministry,89101
584,Cost Sharing,12765,"Thr. Lycem ""Grigore Grigoriu""",MDA,Moldova,MDA_GOVT,Moldova Government,20631
585,Cost Sharing,12780,Sichuan Prov. Aca. Soc. Sci.,CHN,People's Republic of China,CHN_MIN,People's Republic of China Min,14482
586,Cost Sharing,12782,COL-ALC EL RETORNO GUAVIARE,COL,Colombia,COL_MIN,Colombia Ministry,9112
587,Cost Sharing,12784,Empresas  Públicas de Medellín,COL,Colombia,COL_MIN,Colombia Ministry,316555
588,Cost Sharing,12787,ECU-Min. Industrias y Product.,ECU,Ecuador,ECU_MIN,Ecuador Ministry,100000
589,Cost Sharing,12790,Uni. Industrial de Santander,COL,Colombia,COL_MIN,Colombia Ministry,12124
590,Cost Sharing,54412,BRA-SECRETARIA DIRETOS HUMANOS,BRA,Brazil,BRA_MIN,Brazil Ministry,1586735
591,Cost Sharing,55456,Municipality of Vracar SRB,SRB,SERBIA,SRB_GOVT,SERBIA,42537
592,Other, ,,,,,,3616
593,Other,3,INTERNATIONAL LABOUR ORGANIZAT,UN_AGENCIES,UN Agencies,ILO,AGY_INTERNATIONAL LABOUR ORGAN,98
594,Other,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGENCIES,UN Agencies,FAO,AGY_FOOD AND AGRICULTURE ORGAN,0
595,Other,6,WORLD HEALTH ORGANIZATION,UN_AGENCIES,UN Agencies,WHO,AGY_WORLD HEALTH ORGANIZATION,696
596,Other,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGENCIES,UN Agencies,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,5489711
597,Other,15,WORLD BANK (INT'L. BANK FOR RE,IFI_WB_GROUP,IFI World Bank Group,WORLD_BANK_IBRD,World Bank,31100
598,Other,18,ASIAN DEVELOPMENT BANK,REGIONAL_BANKS,Regional Banks,REGIONAL_BANKS_FI,Regional Banks FIs,23636
599,Other,23,UN CENTRE FOR HUMAN SETTLEMENT,UN_AGENCIES,UN Agencies,UNCHS,AGY_UN CENTRE FOR HUMAN SETTLE,-327
600,Other,31,UNITED NATIONS POPULATION FUND,UN_AGENCIES,UN Agencies,UNFPA,AGY_UNITED NATIONS POPULATION,335218
601,Other,35,UNITED NATIONS CHILDREN'S FUND,UN_AGENCIES,UN Agencies,UNICEF,AGY_UNITED NATIONS CHILDREN'S,431997
602,Other,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGENCIES,UN Agencies,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,-17
603,Other,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGENCIES,UN Agencies,UNEP,AGY_UNITED NATIONS ENVIRONMENT,-787
604,Other,43,INTERNATIONAL ORGANIZATION FOR,UN_AGENCIES,UN Agencies,IOM,AGY_INTERNATIONAL ORGANIZATION,704
605,Other,46,GOVERNMENT OF ALGERIA,DZA,Algeria,DZA_GOVT,Algeria Government,-1736
606,Other,297,UNAIDS,UN_AGENCIES,UN Agencies,UNAIDS,AGY_UNAIDS,38048
607,Other,559,OFFICE OF THE HIGH COMMISSIONE,UN_AGENCIES,UN Agencies,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,-782
608,Other,10153,UN Department of Safety and Se,UN_AGENCIES,UN Agencies,UNSECOORD,AGY_UNSECOORD,-3550
609,Other, ,,,,,,-223750
610,Other,6,WORLD HEALTH ORGANIZATION,UN_AGENCIES,UN Agencies,WHO,AGY_WORLD HEALTH ORGANIZATION,32636
611,Other,11,UNITED NATIONS VOLUNTEERS,UN_AGENCIES,UN Agencies,UNDP(UNV),UNDP - United Nations Voluntee,-120
612,Other,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGENCIES,UN Agencies,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,-236497
613,Other,31,UNITED NATIONS POPULATION FUND,UN_AGENCIES,UN Agencies,UNFPA,AGY_UNITED NATIONS POPULATION,1000
614,Other,32,UN Women,UN_AGENCIES,UN Agencies,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,4000
615,Other,246,GOVERNMENT OF UNITED ARAB EMIR,ARE,United Arab Emirates,ARE_GOVT,United Arab Emirates Governmen,-100
616,Other,296,UNITED NATIONS,UN_AGENCIES,UN Agencies,UN,United Nations,480000
617,Other,1751,TRI-THE GOVERNMENT OF TRINIDAD,TTO,Trinidad and Tobago,TTO_GOVT,Trinidad and Tobago Government,-24
618,Other,1865,UN Information Centre,UN_AGENCIES,UN Agencies,UNIC,AGY_UN Information Centre,12000
619,Other,10153,UN Department of Safety and Se,UN_AGENCIES,UN Agencies,UNSECOORD,AGY_UNSECOORD,14793
620,Other,10714,MPTFO AS AA FOR JP PASS THROUG,MDTF1,Multi Partner Trust Funds,UNDP(JPAA),MDTF_PASSTHROUGH,300000
621,Other,11344,MDTFO/JP_UN_Country_Fund_PNG,MDTF1,Multi Partner Trust Funds,PNG_ONE_UN,PAPUA NEW GUINEA,79722
