key,OU Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Expenses
3302,Cuba,10456,BEAZ,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,BEAZ,PRIV_BEAZ,0
3303,Cuba,10457,TRENTO DECENTRALIZED COOP COM,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,TRENTO DE,PRIV_TRENTO DE,0
3304,Cuba,10458,COMO DECENTRALIZED COOP COMMIT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,COMO DECEN,PRIV_COMO DECEN,0
3305,Cuba,10459,FAMSI DECENTRALIZED COOP COMMI,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FAMSI,PRIV_FAMSI,0
3306,Cuba,10461,VIAREGGIO DECENTRALIZED COOP C,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,VIAREGGIO,PRIV_VIAREGGIO,0
3307,Cuba,10462,BEAZ,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,BEAZ,PRIV_BEAZ,0
3308,Cuba,10463,REGIONE LOMBARDIA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,LOMBARDIA,PRIV_LOMBARDIA,0
3309,Cuba,10476,DIAKONIA SWEDEN,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,DIAKONIA,PRIV_DIAKONIA,0
3310,Cuba,10565,GOBIERNO VASCO,ESP,Spain,ESP_GOVT,Spain Government,0
3311,Cuba,10566,HEGOA - DESCENTRALIZED COOPETA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CUB-HEGOA,PRIV_CUB-HEGOA,0
3312,Cuba,10569,ONG ERIKSHJALPEN,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CUB-ERIKSH,PRIV_CUB-ERIKSH,0
3313,Cuba,10574,GRET-GRUPO DE INVERSTIGATCION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ONG-GRET,PRIV_ONG-GRET,0
3314,Cuba,10575,UNIVERSIDAD DE YORK CANADA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CUB-UNIVYO,PRIV_CUB-UNIVYO,0
3315,Cuba,10592,CUB - LIVORNO,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,LIVORNO,PRIV_LIVORNO,0
3316,Cuba,10732,DIPUTACION DE BARCELONA,ESP,Spain,ESP_MIN,Spain Ministry,0
3317,Cuba,10793,UNIIVERSIDAD DE GRANADA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,UNIV. GRENADA,"PRIV_CUB-UGRANA, SPAIN",0
3318,Cuba,10794,ASOCIACION DE AMISTAD MALAGA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ASOC. MALAGA,PRIV_CUB MALAGA,0
3319,Cuba,10795,PROVINCIA DE PAVIA,ITA,Italy,ITA_MIN,Italy Ministry,0
3320,Cuba,10798,AGENCIA ADELANTE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CUB ADELANTE,"PRIV_ADELANTE, ITALIA",0
3321,Cuba,10960,AYBILBAO,ESP,Spain,ESP_MIN,Spain Ministry,0
3322,Cuba,11220,CAJA GRANADA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CAJAGRANAD,PRIV_GRENADA SPAIN,0
3323,Cuba,11393,Ayuntamiento de san sebastian,ESP,Spain,ESP_MIN,Spain Ministry,0
3324,Cyprus,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
3325,Cyprus,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,0
3326,Cyprus,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,0
3327,Cyprus,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,0
3328,Cyprus,119,GOVERNMENT OF GREECE,GRC,Greece,GRC_GOVT,Greece Government,0
3329,Cyprus,129,GOVERNMENT OF HUNGARY,HUN,Hungary,HUN_GOVT,Hungary Government,0
3330,Cyprus,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,0
3331,Cyprus,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,0
3332,Cyprus,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,0
3333,Cyprus,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
3334,Cyprus,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,0
3335,Cyprus,280,EUROPEAN UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,0
3336,Cyprus,311,PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,0
3337,Cyprus,10807,PACIFIC ISLANDS FORUM SECRETAR,MUTLI_AGY2,MULTI-LATERAL AGENCY2,PIFS,PACIFIC ISLANDS FORUM SECRT.,0
3338,Cyprus,10870,MIN. OF FOREIGN AFFAIRS & COOP,ESP,Spain,ESP_MIN,Spain Ministry,0
3339,Cyprus,11004,TURKISH CYPRIOT MEMBER OF CMP,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,TC MEMBER,PRIV_TURKEY,0
3340,Côte d’Ivoire,-,-,-,-,-,-,0
3341,Côte d’Ivoire,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
3342,Côte d’Ivoire,13,UN INDUSTRIAL DEVELOPMENT ORGA,UN_AGY 1,UN AGENCY 1,UNIDO,AGY_UN INDUSTRIAL DEVELOPMENT,0
3343,Côte d’Ivoire,23,UN CENTRE FOR HUMAN SETTLEMENT,UN_AGY 1,UN AGENCY 1,UNCHS,AGY_UN CENTRE FOR HUMAN SETTLE,0
3344,Côte d’Ivoire,29,INTERNATIONAL NON-GOVERNMENTAL,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NGO(INTL),PRIV_INTERNATIONAL NON-GOVERNM,0
3345,Côte d’Ivoire,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
3346,Côte d’Ivoire,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0
3347,Côte d’Ivoire,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
3348,Côte d’Ivoire,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,0
3349,Côte d’Ivoire,38,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
3350,Côte d’Ivoire,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,0
3351,Côte d’Ivoire,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,0
3352,Côte d’Ivoire,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,0
3353,Côte d’Ivoire,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,0
3354,Côte d’Ivoire,132,GOVERNMENT OF INDONESIA,IDN,Indonesia,IDN_GOVT,Indonesia Government,0
3355,Côte d’Ivoire,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,0
3356,Côte d’Ivoire,139,GOVERNMENT OF JAMAICA,JAM,Jamaica,JAM_GOVT,Jamaica Government,0
3357,Côte d’Ivoire,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,0
3358,Côte d’Ivoire,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,0
3359,Côte d’Ivoire,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,0
3360,Côte d’Ivoire,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,0
3361,Côte d’Ivoire,237,GOVERNMENT OF TOGO,TGO,Togo,TGO_GOVT,Togo Government,0
3362,Côte d’Ivoire,238,GOVERNMENT OF TOKELAU,TKL,Tokelau,TKL_GOVT,Tokelau Government,0
3363,Côte d’Ivoire,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
3364,Côte d’Ivoire,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
3365,Côte d’Ivoire,289,ORGANIZATION OF AFRICAN UNITY,MUTLI_AGY2,MULTI-LATERAL AGENCY2,OAU,ORGANIZATION OF AFRICAN UNITY,0
3366,Côte d’Ivoire,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,0
3367,Côte d’Ivoire,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
3368,Côte d’Ivoire,326,NEW ZEALAND NATIONAL COMMITTEE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NZENC,PRIV_NEW ZEALAND NATIONAL COMM,0
3369,Côte d’Ivoire,327,"GLOBAL FUND TO FIGHT AIDS, TUB",MUTLI_AGY2,MULTI-LATERAL AGENCY2,GFATM,GFATM,0
3370,Côte d’Ivoire,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
3371,Côte d’Ivoire,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,0
3372,Côte d’Ivoire,852,IVC-SWISS AGENCY FOR DEVELOPME,CHE,Switzerland,CHE_MIN,Switzerland Ministry,0
3373,Côte d’Ivoire,1861,UN Office in Geneva,UN_AGY 1,UN AGENCY 1,UNOG,AGY_UN Office in Geneva,0
3374,Côte d’Ivoire,10480,USAID,USA,United States of America,USAID,USAID,0
3375,Côte d’Ivoire,10503,MINISTRY OF FOREIGN AFFAIRS,NOR,Norway,NOR_MIN,Norway Ministry,0
3376,Côte d’Ivoire,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0
3377,Côte d’Ivoire,11001,ECOWAS,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ECOWAS,ECOWAS,0
3378,Côte d’Ivoire,11365,MDTFO\JP_Central_Fund_Influenz,MDTF1,BU,CFIA,CENTRAL FUND FOR INFLUENZA,0
3379,Côte d’Ivoire,11709,NORDIC ASSCN. OF CHOCOLATE MAN,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NORDIC ASN,PRIV,0
3380,Dakar Regional Service Centre,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,0
3381,Democr People's Repub of Korea,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
3382,Democr People's Repub of Korea,29,INTERNATIONAL NON-GOVERNMENTAL,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NGO(INTL),PRIV_INTERNATIONAL NON-GOVERNM,0
3383,Democr People's Repub of Korea,1787,COL-UNITED NATIONS DEVELOPMENT,UN_AGY 1,UN AGENCY 1,UND_!,AGY_COL-UNITED NATIONS DEVELOP,0
3384,Democratic Republic of Congo,-,-,-,-,-,-,0
3385,Democratic Republic of Congo,14,UNIVERSAL POSTAL UNION,UN_AGY 1,UN AGENCY 1,UPU,AGY_UNIVERSAL POSTAL UNION,0
3386,Democratic Republic of Congo,15,WORLD BANK (INT'L. BANK FOR RE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WB,WORLD BANK,0
3387,Democratic Republic of Congo,23,UN CENTRE FOR HUMAN SETTLEMENT,UN_AGY 1,UN AGENCY 1,UNCHS,AGY_UN CENTRE FOR HUMAN SETTLE,0
3388,Democratic Republic of Congo,25,EUROPEAN BANK FOR RECONSTRUCTI,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EBRD,Euro Bank for Reconstruct & De,0
3389,Democratic Republic of Congo,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
3390,Democratic Republic of Congo,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,0
3391,Democratic Republic of Congo,38,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
3392,Democratic Republic of Congo,56,GOVERNMENT OF AUSTRIA,AUT,Austria,AUT_GOVT,Austria Government,0
3393,Democratic Republic of Congo,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,0
3394,Democratic Republic of Congo,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,0
3395,Democratic Republic of Congo,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,0
3396,Democratic Republic of Congo,146,GOVERNMENT OF KYRGYZSTAN,KGZ,Kyrgyzstan,KGZ_GOVT,Kyrgyzstan Government,0
3397,Democratic Republic of Congo,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,0
3398,Democratic Republic of Congo,198,GOVERNMENT OF POLAND,POL,Poland,POL_GOVT,Poland Government,0
3399,Democratic Republic of Congo,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,0
3400,Democratic Republic of Congo,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,0
3401,Democratic Republic of Congo,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,0
3402,Democratic Republic of Congo,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
3403,Democratic Republic of Congo,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,0
3404,Democratic Republic of Congo,298,MAC ARTHUR FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MAF,PRIV_MAC ARTHUR FOUNDATION,0
3405,Democratic Republic of Congo,543,FORUM SYD,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,FORUMSYD,PRIV_FORUM SYD,0
3406,Democratic Republic of Congo,10869,UN DEMOCRACY FUND (UNDEF),UN_AGY 1,UN AGENCY 1,UN,United Nations,0
3407,Democratic Republic of Congo,10933,ORG. INTERNATIONALE DE LA FRAN,MUTLI_AGY2,MULTI-LATERAL AGENCY2,IEPF,ORG INTL DE LA FRANCOPHONIE,0
3408,Democratic Republic of Congo,11243,HUMANITY UNITED,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,HUMANITY U,PRIV_USA,0
3409,Djibouti,-,-,-,-,-,-,0
3410,Djibouti,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
3411,Djibouti,38,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
3412,Djibouti,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,0
3413,Djibouti,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
3414,Djibouti,264,ARAB GULF PROGRAMME FOR UN DEV,MUTLI_AGY2,MULTI-LATERAL AGENCY2,AGFUND,ARAB GULF PROGM FOR UN DEV ORG,0
3415,Djibouti,10102,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
3416,Djibouti,10174,SHELL BP DJIBOUTI,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SHELL DJIB,PRIV_SHELL BP DJIBOUTI,0
3417,Djibouti,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,0
3418,Dominica,97,GOVERNMENT OF DOMINICA,DMA,Dominica,DMA_GOVT,Dominica Government,0
3419,Dominica,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
3420,Dominican Republic,-,-,-,-,-,-,0
3421,Dominican Republic,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,0
3422,Dominican Republic,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,0
3423,Dominican Republic,8,WORLD METEOROLOGICAL ORGANIZAT,UN_AGY 1,UN AGENCY 1,WMO,AGY_WORLD METEOROLOGICAL ORGAN,0
3424,Dominican Republic,15,WORLD BANK (INT'L. BANK FOR RE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WB,WORLD BANK,0
3425,Dominican Republic,25,EUROPEAN BANK FOR RECONSTRUCTI,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EBRD,Euro Bank for Reconstruct & De,0
3426,Dominican Republic,30,NON-GOVERNMENTAL ORGANIZATION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NGO(NATL)1,PRIV_NON-GOVERNMENTAL ORGANIZA,0
3427,Dominican Republic,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
3428,Dominican Republic,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,0
3429,Dominican Republic,38,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
3430,Dominican Republic,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,0
3431,Dominican Republic,62,GOVERNMENT OF BENIN,BEN,Benin,BEN_GOVT,Benin Government,0
3432,Dominican Republic,90,GOVERNMENT OF CROATIA,HRV,Croatia,HRV_GOVT,Croatia Government,0
3433,Dominican Republic,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,0
3434,Dominican Republic,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
3435,Dominican Republic,280,EUROPEAN UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,0
3436,Dominican Republic,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
3437,Dominican Republic,303,PAN AMERICAN HEALTH ORGANIZATI,UN_AGY 1,UN AGENCY 1,PAHO,AGY_PAN AMERICAN HEALTH ORGANI,0
3438,Dominican Republic,1853,UNITED NATIONS CAPITAL DEVELOP,UN_AGY 1,UN AGENCY 1,UNCDF,AGY_UNITED NATIONS CAPITAL DEV,0
3439,Dominican Republic,11296,COMITE DE MILAN,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MILAN,PRIV_ITALIA,0
3440,Dominican Republic,11362,UNOCHA/Central_Emg_Resp_Fund,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
3441,Dominican Republic,11745,FONDO PROVINCIAL MILANES,ITA,Italy,ITA_GOVT,Italy Government,0
3442,Dominican Republic,11754,FELCOS UMBRIA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FELCOS UMB,FELCOS UMBRIA,0
3443,Ecuador,-,-,-,-,-,-,0
3444,Ecuador,10,INTERNATIONAL TELECOMMUNICATIO,UN_AGY 1,UN AGENCY 1,ITU,AGY_INTERNATIONAL TELECOMMUNIC,0
3445,Ecuador,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
3446,Ecuador,16,INTER-AMERICAN DEVELOPMENT BAN,MUTLI_AGY2,MULTI-LATERAL AGENCY2,IDB,Inter-American Development Ban,0
3447,Ecuador,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
3448,Ecuador,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,0
3449,Ecuador,100,GOVERNMENT OF ECUADOR,ECU,Ecuador,ECU_GOVT,Ecuador Government,0
3450,Ecuador,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,0
3451,Ecuador,200,GOVERNMENT OF CONGO,COG,Congo,COG_GOVT,Congo Government,0
3452,Ecuador,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,0
3453,Ecuador,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,0
3454,Ecuador,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
3455,Ecuador,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
3456,Ecuador,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,0
3457,Ecuador,566,ECU-INSTITUTO NACIONAL DEL NIÑ,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,INNFA,PRIV_ECU-INSTITUTO NACIONAL DE,0
3458,Ecuador,864,ECU-DIRECCION GENERAL DE AVIAC,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,DGAC,PRIV_ECU-DIRECCION GENERAL DE,0
3459,Ecuador,904,ECU-EMBAJADA DE GRAN BRETAÑA,GBR,United Kingdom,GBR_MIN,United Kingdom Ministry,0
3460,Ecuador,905,ECU-EMPRESA METROPOLITANA DE O,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,EMOP-Q T2,PRIV_ECU-EMPRESA METROPOLITANA,0
3461,Ecuador,1139,ECU-INSTITUTO ECUATORIANO DE S,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,IESS,PRIV_ECU-INSTITUTO ECUATORIANO,0
3462,Ecuador,1274,ECU-MINISTERIO DE BIENESTAR SO,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0
3463,Ecuador,1286,ECU-MINISTERIO DE EDUCACION Y,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0
3464,Ecuador,1321,ECU-MINISTERIO DE IND.COMERCIO,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0
3465,Ecuador,1389,ECU-MINISTERIO DE MEDIO AMBIEN,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0
3466,Ecuador,1418,ECU-MINISTERIO DE OBRAS PUBLIC,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0
3467,Ecuador,1432,ECU-MINISTERIO DE RELACIONES E,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0
3468,Ecuador,1438,ECU-MINISTERIO DE SALUD PUBLIC,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0
3469,Ecuador,1454,ECU-MUNICIPALIDAD DE PEDRO MON,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0
3470,Ecuador,1455,ECU-MUNICIPALIDAD DE RUMIÑAHUI,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0
3471,Ecuador,1457,ECU-MUNICIPIO DE CAYAMBE,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0
3472,Ecuador,1458,ECU-ILUSTRE MUNICIPIO DE GUAYA,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0
3473,Ecuador,1482,JAM-ROYAL NETHERLANDS EMBASSY,NLD,Netherlands,NLD_MIN,Netherlands Ministry,0
3474,Ecuador,1483,BUL-NEW MUNICIPALITIES IN BB I,BGR,Bulgaria,BGR_MIN,Bulgaria Ministry,0
3475,Ecuador,1607,ECU-PRESIDENCIA DE LA REPUBLIC,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRESID.1,PRIV_ECU-PRESIDENCIA DE LA REP,0
3476,Ecuador,1617,RUS-RESEARCH& PRODUCTION ENTER,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0
3477,Ecuador,1648,ECU-PROYECTO ACCESS TO JUSTICE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,RLAM09,PRIV_ECU-PROYECTO ACCESS TO JU,0
3478,Ecuador,1672,ECU-SECRETARIA NACIONAL DE DIA,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0
3479,Ecuador,1722,BOL-SEGURO SOCIAL UNIVERSITARI,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SSU,PRIV_BOL-SEGURO SOCIAL UNIVERS,0
3480,Ecuador,1768,ECU-UNIDAD DE DESARROLLO NORTE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UDENOR,PRIV_ECU-UNIDAD DE DESARROLLO,0
3481,Ecuador,1781,LAO-UNITED NATIONS AIDS PROGRA,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
3482,Ecuador,1791,ECU-UNDP - ADJUSTMENTS,ECU,Ecuador,ECU_GOVT,Ecuador Government,0
3483,Ecuador,1857,World Tourism Organization,UN_AGY 1,UN AGENCY 1,WTO,AGY_World Tourism Organization,0
3484,Ecuador,1860,UN High Com'r Human Rights,UN_AGY 1,UN AGENCY 1,UNHCHR,Office of the UN High Commissi,0
3485,Ecuador,10144,FUNDACION MALECON 2000 (DONOR),PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MALECON,PRIV_FUNDACION MALECON 2000 (D,0
3486,Ecuador,10303,CEDEGE,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0
3487,Ecuador,10450,Agencia Cuencana de Desarrollo,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ACUDIR,PRIV_ACUDIR,0
3488,Ecuador,10465,AGENCIA CATALANA DE COOP AL DE,ESP,Spain,ESP_GOVT,Spain Government,0
3489,Ecuador,10516,PROBONA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PROBONA,PRIV_PROBONA,0
3490,Ecuador,10645,MINISTERIO DE ENRGIA Y MINAS,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0
3491,Ecuador,10658,FONDO ANDALUZ DE MUNICIPIOS,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FAMSI 2,PRIV_FAMSI 2,0
3492,Ecuador,10674,BANCO DE FOMENTO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BANCO DE,PRIV_BANCO DE,0
3493,Ecuador,10719,MUNICIPIO DE COLTA,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0
3494,Ecuador,10803,CONSEJO NACIONAL DE MODERNIZAC,ECU,Ecuador,ECU_GOVT,Ecuador Government,0
3495,Ecuador,10872,SECRETARIA OBJETIVOS DE DESARR,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0
3496,Ecuador,11085,MINISTERIO DE DESARROLLO URBAN,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0
3497,Ecuador,11196,GENERALITAT VALENCIANA (DONOR),ESP,Spain,ESP_MIN,Spain Ministry,0
